226;bunker;3334.00;10.25;1487.00;0.31;0
226;supply_node;3335.00;10.32;1486.00;0.44;0
141;floating_harbor;3103.26;9.50;1741.13;-1.11;11278
278;floating_harbor;1908.64;9.50;280.21;-1.25;12379
1;arms_factory;1037.00;9.90;1095.00;0.91;0
1;arms_factory;1078.00;10.00;1072.00;5.03;0
1;arms_factory;1069.00;9.90;1099.00;1.42;0
1;arms_factory;1075.00;10.10;1077.00;2.98;0
1;arms_factory;1044.00;9.93;1091.00;0.82;0
1;arms_factory;1035.00;10.00;1068.00;3.48;0
1;industrial_complex;1038.00;10.28;1083.00;6.14;0
1;industrial_complex;1072.00;10.18;1091.00;1.42;0
1;industrial_complex;1035.00;10.15;1087.00;5.55;0
1;industrial_complex;1076.00;10.10;1082.00;1.93;0
1;industrial_complex;1042.00;10.00;1065.00;4.59;0
1;industrial_complex;1075.00;10.05;1066.00;6.15;0
1;air_base;1054.00;10.12;1085.00;3.99;0
1;supply_node;1043.00;10.30;1074.00;2.85;0
1;supply_node;1053.00;10.12;1085.00;0.60;0
1;supply_node;1035.00;10.12;1088.00;2.08;0
1;supply_node;1062.00;10.20;1072.00;5.02;0
1;supply_node;1049.00;10.10;1059.00;2.78;0
1;supply_node;1072.00;10.00;1098.00;4.25;0
1;supply_node;1064.00;10.00;1093.00;0.90;0
1;supply_node;1077.00;10.03;1092.00;3.49;0
1;supply_node;1069.00;10.20;1085.00;0.14;0
1;supply_node;1078.00;10.07;1081.00;3.08;0
1;supply_node;1075.00;10.10;1070.00;5.66;0
1;supply_node;1032.00;9.95;1069.00;2.32;0
1;supply_node;1068.00;9.98;1061.00;3.80;0
1;supply_node;1037.00;9.93;1059.00;1.55;0
1;supply_node;1059.00;9.93;1056.00;4.49;0
1;naval_base;1066.00;9.85;1055.00;0.93;20474
1;naval_base;1054.00;9.85;1091.00;-2.74;20474
1;naval_base;1060.00;9.90;1054.00;0.00;20474
1;naval_base;1071.00;9.60;1102.00;-2.68;20474
1;naval_base;1081.00;9.95;1088.00;-3.55;20319
1;naval_base;1034.00;9.50;1055.00;-0.24;20474
1;naval_base;1030.00;9.50;1089.00;-2.55;20474
1;naval_base;1030.00;9.50;1070.00;-1.57;20474
1;naval_base;1080.00;9.90;1093.00;-4.12;20319
1;naval_base;1081.00;9.90;1071.00;1.19;20474
1;naval_base;1044.00;9.50;1052.00;-0.14;20474
1;naval_base;1058.00;9.85;1093.00;-2.90;20474
1;bunker;1052.00;10.20;1083.00;4.22;0
1;bunker;1051.00;10.10;1063.00;5.78;0
1;bunker;1039.00;10.18;1088.00;2.16;0
1;bunker;1040.00;10.28;1084.00;0.01;0
1;bunker;1058.00;10.25;1074.00;2.67;0
1;bunker;1038.00;10.03;1065.00;4.23;0
1;bunker;1075.00;9.98;1062.00;0.61;0
1;bunker;1079.00;9.98;1076.00;4.73;0
1;bunker;1061.00;9.98;1057.00;0.01;0
1;bunker;1074.00;10.12;1082.00;2.68;0
1;bunker;1075.00;10.00;1095.00;0.52;0
1;bunker;1074.00;10.07;1066.00;1.72;0
1;bunker;1067.00;10.03;1092.00;4.74;0
1;bunker;1034.00;10.00;1068.00;1.12;0
1;bunker;1075.00;9.98;1097.00;3.78;0
1;coastal_bunker;1037.00;9.90;1096.00;-2.55;0
1;coastal_bunker;1079.00;9.65;1063.00;1.19;0
1;coastal_bunker;1047.00;9.90;1091.00;-2.74;0
1;coastal_bunker;1034.00;9.60;1056.00;-0.24;0
1;coastal_bunker;1061.00;9.88;1095.00;-2.90;0
1;coastal_bunker;1072.00;9.50;1057.00;0.93;0
1;coastal_bunker;1081.00;9.90;1076.00;1.25;0
1;coastal_bunker;1071.00;9.88;1101.00;-2.68;0
1;coastal_bunker;1030.00;9.50;1064.00;-1.57;0
1;coastal_bunker;1081.00;9.95;1089.00;-4.12;0
1;coastal_bunker;1059.00;9.65;1053.00;0.00;0
1;coastal_bunker;1047.00;9.50;1052.00;-0.14;0
